region,value
Japan,29596
Japan,0.381689668
Japan,0.002813466
Japan,0.024212889
Japan,0.529600501
Japan,0.060593087
Japan,0.103750929
Japan,0.64406085
Japan,0.042834993
Japan,0.00624704
Japan,0.312515736
Japan,44352
Japan,14122
Japan,25105
Japan,14756
Japan,5401
Japan,2065
Japan,1794
Japan,0.062150404
Japan,13
Japan,7
Japan,6
Japan,19
Japan,0.050045874
Japan,2871
Japan,8640
Japan,1045
Japan,6446
Japan,16109
Japan,41283
Japan,16178
Japan,70200
Japan,0.151991084
Japan,0.009295495
Japan,0.05476414
Japan,0.669139981
Japan,0.165333316
Japan,0.199734315
Japan,0.557386398
Japan,0.065366581
Japan,0.01046298
Japan,0.114238061
Japan,21
Japan,79100
Japan,14188
Japan,55471
Japan,10465
Japan,7273
Japan,827
Japan,5971
Japan,16120
Japan,0.014937636
Japan,2
Japan,8
Japan,0.051592931
Japan,7061
Japan,17260
Japan,322.3051453
Japan,7595.305176
Japan,15300
Japan,64861
Japan,9390
Japan,88200
Japan,29
Japan,0.046346776
Japan,0.014629131
Japan,0.071663544
Japan,0.576461315
Japan,0.228112906
Japan,0.303931445
Japan,1.033626318
Japan,0.077852815
Japan,0.014826193
Japan,0.049532741
Japan,29
Japan,102000
Japan,36000
Japan,100861
Japan,18100
Japan,7920.305176
Japan,325
Japan,7255
Japan,21507
Japan,0.064090237
Japan,10
Japan,10
Japan,7684
Japan,22287
Japan,278
Japan,8198.304688
Japan,26530
Japan,124081
Japan,23220
Japan,112200
Japan,39
Japan,0.072928824
Japan,0.04045343
Japan,0.020420324
Japan,0.082744956
Japan,0.94366467
Japan,0.356665254
Japan,0.402015686
Japan,0.74879694
Japan,0.089407511
Japan,0.02518307
Japan,0.074571468
Japan,0.058754407
Japan,47
Japan,122100
Japan,17600
Japan,141681
Japan,21300
Japan,8719.304688
Japan,521
Japan,7858
Japan,22536
Japan,8
Japan,10
Japan,7939
Japan,21916
Japan,1185
Japan,9904.304688
Japan,14600
Japan,156381
Japan,14700
Japan,136700
Japan,57
Japan,0.106134579
Japan,0.191192091
Japan,0.031783789
Japan,0.10274782
Japan,0.637095034
Japan,0.456260473
Japan,0.525219262
Japan,0.995796144
Japan,0.111949608
Japan,0.031783789
Japan,0.145893201
Japan,57
Japan,158400
Japan,22596
Japan,178977
Japan,21700
Japan,10791.30469
Japan,887
Japan,8043
Japan,21150
Korea,0.000403204
Korea,5
Korea,5
Korea,61
Korea,61
Korea,0.007116323
Korea,0.00029876
Korea,0.005027545
Korea,0.022694863
Korea,0.000565312
Korea,0.00554101
Korea,335
Korea,274
Korea,4
Korea,9
Korea,0.002211735
Korea,0.005554979
Korea,11
Korea,2
Korea,514
Korea,849
Korea,0.003098565
Korea,0.000730989
Korea,0.040784489
Korea,0.048338961
Korea,0.001205211
Korea,0.008994019
Korea,1447
Korea,598
Korea,6
Korea,17
Korea,0.009296004
Korea,0.016868999
Korea,20
Korea,3
Korea,1257
Korea,2704
Korea,0.004844805
Korea,0.001521238
Korea,0.092576906
Korea,0.216982365
Korea,0.001817998
Korea,0.010806574
Korea,0.000901234
Korea,0.002947418
Korea,5755
Korea,252
Korea,3051
Korea,18
Korea,18
Korea,2
Korea,22
Korea,252
Korea,0.036403235
Korea,0.065419167
Korea,331
Korea,52
Korea,30
Korea,32
Korea,14
Korea,4685
Korea,583
Korea,10440
Korea,0.047027104
Korea,919
Korea,1095
Korea,0.001653043
Korea,0.0094044
Korea,0.004626402
Korea,0.327510744
Korea,0.940651596
Korea,0.004851062
Korea,0.001669627
Korea,3343
Korea,10333
Korea,24410
Korea,1253
Korea,13970
Korea,32
Korea,52
Korea,670
Korea,0.147776216
Korea,0.340511888
Korea,22139
Korea,4367
Korea,102
Korea,50
Korea,332
Korea,300
Korea,55486
Korea,5620
Korea,55486
Korea,5213
Korea,0.07571169
Korea,0.017408796
Korea,0.198891595
Korea,0.009853797
Korea,3.767235041
Korea,2.303097248
Korea,0.020785196
Korea,0.784258246
Korea,0.094942555
Korea,0.198640883
Korea,88909
Korea,8350
Korea,33423
Korea,1526
Korea,1858
Korea,114
Korea,216
Korea,2730
Korea,7396
Korea,37396
Korea,0.524554908
Korea,0.71217072
Korea,9805
Korea,54383
Korea,8743
Korea,916
Korea,15436
Korea,700
Korea,16494
Korea,14636
Korea,31329
Korea,17093
Korea,120238
Korea,1.429650903
Korea,0.800786734
Korea,6.321145058
Korea,0.076522633
Korea,1.671905041
Korea,2.503958464
Korea,1.671905041
Korea,0.135000631
Korea,12.16030121
Korea,2.167765617
Korea,1.670604467
Korea,6.242407799
Korea,191755
Korea,36122
Korea,71517
Korea,28156
Korea,44650
Korea,700
Korea,15436
Korea,1616
Korea,19029
Korea,15067
Korea,91634
Korea,1.181723952
Mexico,3
Mexico,3
Mexico,0.000393532
Mexico,1.69591E-05
Mexico,0.000493875
Mexico,0.010566917
Mexico,91
Mexico,88
Mexico,12
Mexico,103
Mexico,0.001325842
Mexico,0.000537585
Mexico,0.000762506
Mexico,0.004944889
Mexico,151
Mexico,48
Mexico,92
Mexico,243
Mexico,0.008490706
Mexico,0.001226686
Mexico,7
Mexico,7
Mexico,521
Mexico,528
Mexico,0.004823045
Mexico,0.055775531
Mexico,497
Mexico,254
Mexico,56
Mexico,19
Mexico,359
Mexico,234
Mexico,731
Mexico,0.090475343
Mexico,0.010435275
Mexico,1496
Mexico,968
Mexico,1584
Mexico,3080
Mexico,0.019007739
Mexico,0.142210215
Mexico,932
Mexico,201
Mexico,30
Mexico,846
Mexico,46
Mexico,976
Mexico,268
Mexico,1200
Mexico,0.06347353
Mexico,0.022802407
Mexico,3532
Mexico,452
Mexico,610
Mexico,4142
Mexico,3106
Mexico,0.035691768
Mexico,0.312163711
Mexico,1906
Mexico,79
Mexico,1191
Mexico,92
Mexico,1250
Mexico,3283
Mexico,0.498376817
Mexico,0.056817275
Mexico,6389
Mexico,5149
Mexico,1007
Netherlands,30
Netherlands,3
Netherlands,120
Netherlands,266
Netherlands,3
Netherlands,23
Netherlands,39
Netherlands,86
Netherlands,0.285171092
Netherlands,11
Netherlands,0.264526933
Netherlands,0.032576825
Netherlands,0.014234875
Netherlands,0.080133148
Netherlands,0.010038022
Netherlands,400
Netherlands,0.025283758
Netherlands,0.003675911
Netherlands,0.014632905
Netherlands,0.159345567
Netherlands,400
Netherlands,0.018698664
Netherlands,0.125509888
Netherlands,0.016526287
Netherlands,0.059322033
Netherlands,0.367554933
Netherlands,26
Netherlands,0.815850794
Netherlands,158
Netherlands,72
Netherlands,29
Netherlands,7
Netherlands,1124
Netherlands,17
Netherlands,858
Netherlands,7
Netherlands,44
Netherlands,46
Netherlands,3
Netherlands,786
Netherlands,4331
Netherlands,1910
Netherlands,3
Netherlands,57
Netherlands,336
Netherlands,494
Netherlands,0.387096763
Netherlands,4353
Netherlands,0.386262476
Netherlands,0.024265954
Netherlands,0.032461245
Netherlands,0.604218721
Netherlands,0.05966286
Netherlands,21
Netherlands,2782
Netherlands,1.02587235
Netherlands,0.079122111
Netherlands,0.361018062
Netherlands,5.391318798
Netherlands,21
Netherlands,5770
Netherlands,0.082416274
Netherlands,0.349776149
Netherlands,0.040459856
Netherlands,0.120754719
Netherlands,0.699551582
Netherlands,24476
Netherlands,3.529411793
Netherlands,669
Netherlands,175
Netherlands,70
Netherlands,16
Netherlands,4161
Netherlands,20164
Netherlands,2251
Netherlands,21
Netherlands,78
Netherlands,92
Netherlands,14
Netherlands,2664
Netherlands,12425
Netherlands,6825
Netherlands,7
Netherlands,76
Netherlands,589
Netherlands,1258
Netherlands,2.114803553
Netherlands,36977
Netherlands,0.837277055
Netherlands,0.067359507
Netherlands,0.044755377
Netherlands,1.14985168
Netherlands,0.154961705
Netherlands,121
Netherlands,11860
Netherlands,3.875731945
Netherlands,0.548960328
Netherlands,1.080477357
Netherlands,9.79494381
Netherlands,222
Netherlands,17786
Netherlands,0.178347006
Netherlands,0.357237607
Netherlands,0.044385523
Netherlands,0.028194826
Netherlands,1.390498281
Netherlands,78160
Netherlands,5.341246128
Netherlands,1460
Netherlands,202
Netherlands,76
Netherlands,4
Netherlands,9368
Netherlands,41226
Netherlands,2543
Netherlands,18
Netherlands,144
Netherlands,234
Netherlands,74
Netherlands,4054
Netherlands,18619
Netherlands,13105
Netherlands,93
Netherlands,168
Netherlands,1628
Netherlands,8.851675034
Netherlands,99098
Netherlands,2.17694664
Netherlands,0.053053122
Netherlands,0.244480982
Netherlands,0.19331266
Netherlands,404
Netherlands,32120
Netherlands,5.965118885
Netherlands,1.364506364
Netherlands,1.425295591
Netherlands,2.499582291
Netherlands,407
Netherlands,32875
Netherlands,0.25288406
Netherlands,0.708724141
Netherlands,0.05787655
Netherlands,2.667868376
Netherlands,98225
Netherlands,14.41441441
Netherlands,2208
Netherlands,507
Netherlands,103
Netherlands,21115
Netherlands,1130
Netherlands,9194
Netherlands,128
Netherlands,296
Netherlands,404
Netherlands,108
Netherlands,24434
Netherlands,3536
Netherlands,44984
Netherlands,120
Netherlands,28
Netherlands,1012
Netherlands,3196
Netherlands,18.55670166
Netherlands,97754
Netherlands,3.723159075
Netherlands,0.170586079
Netherlands,0.066038564
Netherlands,1.31865263
Netherlands,819
Netherlands,36010
Netherlands,6.290538788
Netherlands,0.353247166
Netherlands,1.673168421
Netherlands,2.344099998
Netherlands,0.484423429
Netherlands,15.15070629
Netherlands,829
Netherlands,49324
Netherlands,1.759335876
Netherlands,0.120525554
Netherlands,0.482910007
Netherlands,7.297447205
Netherlands,95885
Netherlands,40.56399155
Netherlands,4501
Netherlands,77
Netherlands,223
Netherlands,107536
Netherlands,5518
Netherlands,62004
Netherlands,374
Netherlands,789
Netherlands,1297
Netherlands,1640
Netherlands,1227
Netherlands,446
Netherlands,72299
Netherlands,31
Netherlands,33
Netherlands,45
Netherlands,15933
Netherlands,182481
Netherlands,209
Netherlands,39
Netherlands,6188
Netherlands,70.79364777
Netherlands,108652
Netherlands,11.56020355
Netherlands,0.36245352
Netherlands,0.131493166
Netherlands,2.768355131
Netherlands,2047
Netherlands,63586
Netherlands,25.02041817
Netherlands,0.670831203
Netherlands,3.460210085
Netherlands,4.362648487
Netherlands,0.982407689
Netherlands,29.73426437
Netherlands,2577
Netherlands,82876
Netherlands,4.832736492
Netherlands,0.130945265
Netherlands,0.6040892
Netherlands,14.75857544
Netherlands,139423
Netherlands,44.98480225
Netherlands,9037
Netherlands,63
Netherlands,206
Netherlands,2
Netherlands,245634
Netherlands,30771
Netherlands,91
Netherlands,46
Netherlands,33
Netherlands,63153
Netherlands,148
Netherlands,1351
Netherlands,3099
New Zealand,0.265946329
New Zealand,0.006322705
New Zealand,62
New Zealand,10
New Zealand,14
New Zealand,0.000607734
New Zealand,0.001291342
New Zealand,27
New Zealand,13
New Zealand,64
New Zealand,2
New Zealand,2
New Zealand,0.009884526
New Zealand,0.270716608
New Zealand,0.117310874
New Zealand,2
New Zealand,1
New Zealand,65
New Zealand,0.054107081
New Zealand,0.271098018
New Zealand,0.016567746
New Zealand,7
New Zealand,5
New Zealand,22
New Zealand,49
New Zealand,0.002570208
New Zealand,0.004303494
New Zealand,79
New Zealand,30
New Zealand,6
New Zealand,13
New Zealand,0.019035544
New Zealand,0.262235492
New Zealand,65
New Zealand,65
New Zealand,0.256943792
New Zealand,0.139824346
New Zealand,220
New Zealand,207
New Zealand,112
New Zealand,191
New Zealand,0.019248018
New Zealand,0.04172961
New Zealand,486
New Zealand,295
New Zealand,199
New Zealand,419
New Zealand,0.19949308
New Zealand,0.243620977
New Zealand,65
New Zealand,65
New Zealand,0.227780491
New Zealand,0.567156255
New Zealand,759
New Zealand,340
New Zealand,1162
New Zealand,1648
New Zealand,0.105435275
New Zealand,0.246153921
New Zealand,4583
New Zealand,2935
New Zealand,537
New Zealand,1296
New Zealand,1.169767499
New Zealand,0.213009194
New Zealand,0.022368431
New Zealand,66
New Zealand,1
New Zealand,104
New Zealand,204
New Zealand,89
New Zealand,11
New Zealand,77
New Zealand,0.414673746
New Zealand,0.251083612
New Zealand,1.936495423
New Zealand,2481
New Zealand,1185
New Zealand,4356
New Zealand,8939
New Zealand,0.457490981
New Zealand,0.510998189
New Zealand,0.123459511
New Zealand,13278
New Zealand,5280
New Zealand,34
New Zealand,62
New Zealand,70
New Zealand,784
New Zealand,1604
New Zealand,4424
New Zealand,2.815541983
New Zealand,0.350157738
New Zealand,0.478873253
New Zealand,0.047436878
New Zealand,0.139165014
New Zealand,0.722222209
New Zealand,111
New Zealand,13
New Zealand,258
New Zealand,131
New Zealand,312
New Zealand,146
New Zealand,17
New Zealand,130
New Zealand,1.154107213
New Zealand,0.203834146
New Zealand,0.064575233
New Zealand,0.416666657
New Zealand,0.401606441
New Zealand,2.769248247
New Zealand,5886
New Zealand,1458
New Zealand,850
New Zealand,78
New Zealand,1
New Zealand,1
New Zealand,86
New Zealand,24
New Zealand,3908
New Zealand,17120
New Zealand,0.129279628
New Zealand,0.660228133
New Zealand,0.939538181
New Zealand,4.404532909
New Zealand,0.116960756
New Zealand,23871
New Zealand,6751
New Zealand,41
New Zealand,62
New Zealand,25
New Zealand,22
New Zealand,136
New Zealand,784
New Zealand,3549
New Zealand,9435
New Zealand,0.541786373
New Zealand,0.546666682
New Zealand,0.045142453
New Zealand,0.324222267
New Zealand,3.7000494
New Zealand,180
New Zealand,1
New Zealand,75
New Zealand,427
New Zealand,172
Norway,2800
Norway,2
Norway,0.003443526
Norway,0.277877808
Norway,0.130178645
Norway,1
Norway,355
Norway,2680
Norway,3909
Norway,1996
Norway,42
Norway,1
Norway,0.183500916
Norway,1.442769885
Norway,0.118266553
Norway,0.000228135
Norway,3
Norway,18
Norway,3105
Norway,58
Norway,3688
Norway,336
Norway,0.001132297
Norway,0.191534787
Norway,3.094943047
Norway,0.379107386
Norway,5
Norway,61
Norway,3948
Norway,8031
Norway,322
Norway,344
Norway,15013.46191
Norway,7885
Norway,339
Norway,5
Norway,0.688885033
Norway,5.78891468
Norway,1.098723054
Norway,0.001126156
Norway,659
Norway,96
Norway,4511
Norway,108
Norway,5185
Norway,2336
Norway,0.125278011
Norway,1.87417686
Norway,13.71340179
Norway,1.513891697
Norway,560
Norway,555
Norway,18091
Norway,33103.46094
Norway,1684
Norway,7982
Norway,58882.46094
Norway,25779
Norway,712
Norway,1272
Norway,2.885957241
Norway,22.40486908
Norway,2.14186883
Norway,0.279731482
Norway,10283
Norway,328
Norway,5185
Norway,501
Norway,7040
Norway,30949
Norway,4.681686878
Norway,0.424718261
Norway,1.834470987
Norway,29.03371811
Norway,1972
Norway,645
Norway,13
Norway,24222
Norway,83104.46094
Norway,20665
Norway,13
Norway,0.087601081
Norway,0.821225524
Norway,1.327433586
Norway,0.204555646
Norway,0.032061558
Norway,0.002682713
Norway,18
Norway,29232
Norway,10
Norway,116129.4609
Norway,33023
Norway,31
Norway,2
Norway,2
Norway,766
Norway,2912
Norway,39.24046707
Norway,2.224158049
Norway,0.618341267
Norway,7.152415752
Norway,60181
Norway,917
Norway,8292
Norway,1226
Norway,9333
Norway,86755
Norway,26574
Norway,10.02461433
Norway,0.97260803
Norway,4.914445877
Norway,49.12153625
Norway,41
Norway,4664
Norway,1752
Norway,2
Norway,72
Norway,46091
Norway,162272.4688
Norway,10
Norway,0.00265679
Norway,0.46976611
Norway,3.569920301
Norway,19.28727722
Norway,1.844387412
Norway,0.002625203
Norway,10
Norway,222543.4688
Norway,60271
Norway,302
Norway,2
Norway,1761
Norway,6425
Norway,230
Norway,55.8789444
Norway,4.666631222
Norway,1.328401208
Norway,13.1693964
Norway,19290
Norway,106045
Norway,3970
Norway,10337
Norway,5299
Norway,11677
Norway,145569
Norway,28912
Norway,19.25144196
Norway,2.029632568
Norway,6.726875305
Norway,74.73976898
Norway,257
Norway,9726
Norway,2093
Norway,25
Norway,23
Norway,1
Norway,1
Norway,453
Norway,63
Norway,64
Norway,76779
Norway,339105
Norway,43
Norway,0.03414537
Norway,0.400667787
Norway,3.333548307
Norway,23.35766411
Norway,9.972299576
Norway,5.765682697
Norway,1.045434356
Norway,0.128701776
Norway,43
Norway,452820
Norway,113715
Norway,69
Norway,5
Norway,556
Norway,2
Norway,64
Norway,96
Norway,1635
Norway,11361
Norway,103
Norway,86.16714478
Norway,4.79894352
Norway,2.369324446
Norway,25.28465271
Norway,38177
Norway,183746
Norway,6670
Norway,12608
Other Europe,11
Other Europe,11
Other Europe,0.074758545
Other Europe,3.48722E-05
Other Europe,0.003187084
Other Europe,166
Other Europe,2
Other Europe,0.00060281
Other Europe,0.003613809
Other Europe,0.044180997
Other Europe,17
Other Europe,1037
Other Europe,871
Other Europe,19
Other Europe,19
Other Europe,0.005469665
Other Europe,0.005792031
Other Europe,0.061439648
Other Europe,19
Other Europe,15
Other Europe,8
Other Europe,7
Other Europe,49
Other Europe,188
Other Europe,1341
Other Europe,16
Other Europe,310
Other Europe,35
Other Europe,0.140275285
Other Europe,0.129952446
Other Europe,0.005454203
Other Europe,0.009963321
Other Europe,377
Other Europe,358
Other Europe,1354
Other Europe,2391
Other Europe,327
Other Europe,0.093378589
Other Europe,0.008922201
Other Europe,0.012734416
Other Europe,0.075875476
Other Europe,561
Other Europe,3501
Other Europe,1110
Other Europe,270
Other Europe,647
Other Europe,0.014143728
Other Europe,0.009139489
Other Europe,0.099515758
Other Europe,0.110102378
Other Europe,51
Other Europe,234
Other Europe,16
Other Europe,237
Other Europe,1842
Other Europe,342
Other Europe,2596
Other Europe,5
Other Europe,277
Other Europe,56
Other Europe,5
Other Europe,0.028044265
Other Europe,5
Other Europe,0.107428484
Other Europe,0.013338963
Other Europe,0.015356089
Other Europe,0.006090653
Other Europe,0.000205215
Other Europe,1435
Other Europe,788
Other Europe,2738
Other Europe,6239
Other Europe,838
Other Europe,0.187419459
Other Europe,0.022617768
Other Europe,0.036839671
Other Europe,0.241873264
Other Europe,1127
Other Europe,9551
Other Europe,3312
Other Europe,1862
Other Europe,3297
Other Europe,0.000196759
Other Europe,0.019158043
Other Europe,0.017433513
Other Europe,0.097162694
Other Europe,0.065788567
Other Europe,5
Other Europe,73
Other Europe,289
Other Europe,17
Other Europe,634
Other Europe,3363
Other Europe,885
Other Europe,4426
Other Europe,76
Other Europe,604
Other Europe,149
Other Europe,13
Other Europe,0.478030205
Other Europe,8
Other Europe,0.182622448
Other Europe,0.026121492
Other Europe,0.03829864
Other Europe,0.000486655
Other Europe,0.008068502
Other Europe,5583
Other Europe,2286
Other Europe,5414
Other Europe,14965
Other Europe,1731
Other Europe,1
Other Europe,1
Other Europe,0.33559978
Other Europe,0.057926033
Other Europe,0.092816606
Other Europe,0.539111257
Other Europe,1
Other Europe,2210
Other Europe,23737
Other Europe,8772
Other Europe,4167
Other Europe,9750
Other Europe,0.000472072
Other Europe,0.066713959
Other Europe,0.032545447
Other Europe,0.13717027
Other Europe,0.655141592
Other Europe,13
Other Europe,25
Other Europe,25
Other Europe,238
Other Europe,479
Other Europe,89
Other Europe,1378
Other Europe,6732
Other Europe,1836
Other Europe,7954
Other Europe,140
Other Europe,805
Other Europe,378
Other Europe,31
Other Europe,6
Other Europe,23
Other Europe,0.865335703
Other Europe,10
Other Europe,0.2156156
Other Europe,0.043212716
Other Europe,0.101375438
Other Europe,0.000793166
Other Europe,0.009645248
Other Europe,14989
Other Europe,5239
Other Europe,12754
Other Europe,36491
Other Europe,3015
Other Europe,1
Other Europe,0.781696439
Other Europe,0.139256597
Other Europe,0.208511963
Other Europe,1.237090468
Other Europe,8767
Other Europe,4
Other Europe,3
Other Europe,4209
Other Europe,56837
Other Europe,20346
Other Europe,7448
Other Europe,22437
Other Europe,0.003858099
Other Europe,0.000931107
Other Europe,0.153922126
Other Europe,0.060363121
Other Europe,0.32061103
Other Europe,4
Other Europe,1.256514907
Other Europe,27
Other Europe,1
Other Europe,32
Other Europe,589
Other Europe,1194
Other Europe,211
Other Europe,2404
Other Europe,99
Other Europe,1684
Other Europe,589
Other Europe,32
Other Europe,14
Other Europe,27
Other Europe,0.669746161
Other Europe,4
Other Europe,0.454801619
Other Europe,0.084691763
Other Europe,0.153922126
Other Europe,0.000931107
Other Europe,0.004965367
Other Europe,43402
Other Europe,20965
Other Europe,36494
Other Europe,93331
Other Europe,5893
Other Europe,14
Other Europe,18
Other Europe,4095
Other Europe,14347
Other Europe,2.557457685
Other Europe,0.355165958
Other Europe,4.886048794
Other Europe,21
Other Europe,3
Other Europe,5961
Other Europe,68
Other Europe,161756
Other Europe,68425
Other Europe,41351
Other Europe,84753
Other Europe,0.013654758
Other Europe,0.001310447
Other Europe,0.19457145
Other Europe,0.085709035
Other Europe,0.01901703
Other Europe,11
Other Europe,0.972020984
Other Europe,38
Other Europe,91
Other Europe,123
Other Europe,662
Other Europe,73
Poland,0.001530409
Poland,3
Poland,15
Poland,1
Poland,0.00261931
Poland,0.002780971
Poland,43
Poland,3
Poland,0.004584852
Poland,0.005199031
Poland,16
Poland,44
Poland,4
Poland,0.016977569
Poland,0.010117566
Poland,0.002283105
Poland,6
Poland,45
Poland,10
Poland,1
Poland,0.005143343
Poland,0.018302603
Poland,8
Poland,135
Poland,61
Poland,0.007358825
Poland,4
Poland,115
Poland,8
Poland,290
Poland,0.012269738
Poland,155
Poland,176
Poland,2
Poland,453
Poland,13
Poland,0.028859828
Poland,0.002185977
Poland,0.004921083
Poland,0.052036971
Poland,0.011704291
Poland,16
Poland,782
Poland,329
Poland,383
Poland,1
Poland,0.001814223
Poland,32
Poland,290
Poland,113
Poland,410
Poland,683
Poland,920
Poland,1702
Poland,28
Poland,0.021827934
Poland,0.118240103
Poland,0.010056422
Poland,0.016379954
Poland,0.143440962
Poland,0.072246805
Poland,64
Poland,104
Poland,2845
Poland,1143
Poland,951
Poland,281
Poland,488
Poland,1.092567444
Poland,0.997917593
Poland,0.127138436
Poland,0.007072011
Poland,0.001825303
Poland,308
Poland,529
Poland,1797
Poland,3825
Poland,2326
Poland,5171
Poland,493
Poland,280
Poland,3
Poland,4
Poland,229
Poland,21
Poland,57
Poland,0.186541066
Poland,0.018148514
Poland,0.277713031
Poland,0.049151909
Poland,0.097653657
Poland,0.837308526
Poland,0.029893823
Poland,0.323343962
Poland,21
Poland,430
Poland,201
Poland,8
Poland,435
Poland,809
Poland,5
Poland,10003
Poland,4832
Poland,9042
Poland,5217
Poland,677
Poland,781
Poland,0.001837737
Poland,0.232154608
Poland,5.22756815
Poland,5.245588779
Poland,0.261660039
Poland,0.147281513
Poland,0.029690301
Poland,1381
Poland,2293
Poland,8904
Poland,19206
Poland,8938
Poland,18795
Poland,840
Poland,220
Poland,651
Poland,5
Poland,26
Poland,1657
Poland,0.600000024
Poland,1.360859632
Poland,0.182577029
Portugal,0.016049108
Portugal,0.321752042
Portugal,719
Portugal,719
Portugal,908
Portugal,189
Portugal,6
Portugal,1072
Portugal,5
Portugal,0.12320409
Portugal,0.019269949
Portugal,0.014300833
Portugal,0.099987499
Portugal,0.021347566
Portugal,0.05455938
Portugal,16
Portugal,7
Portugal,1120
Portugal,52
Portugal,960
Portugal,1101
Portugal,141
Portugal,37
Portugal,37
Portugal,17
Portugal,1158
Portugal,27
Portugal,0.168049768
Portugal,0.025401786
Portugal,0.148335353
Portugal,0.091722079
Portugal,0.029804271
Portugal,0.141430825
Portugal,24
Portugal,17
Portugal,1178
Portugal,9
Portugal,46
Portugal,193
Portugal,1294
Portugal,1967
Portugal,673
Portugal,488
Portugal,442
Portugal,22
Portugal,1238
Portugal,58
Portugal,0.562429667
Portugal,0.054098722
Portugal,0.187957749
Portugal,0.126211926
Portugal,0.797616243
Portugal,44
Portugal,41
Portugal,1254
Portugal,1027
Portugal,1515
Portugal,812
Portugal,2779
Portugal,0.088531904
Portugal,0.171717525
Portugal,4672
Portugal,1893
Portugal,4016
Portugal,2501
Portugal,153
Portugal,1452
Portugal,193
Portugal,23
Portugal,76
Portugal,3
Portugal,1.892065287
Portugal,0.500999391
Portugal,0.122396335
Portugal,0.006334367
Portugal,0.831024945
Portugal,2.352941275
Portugal,0.026807878
Portugal,0.188837022
Portugal,0.64406091
Portugal,3.651933908
Portugal,12
Portugal,329
Portugal,35
Portugal,253
Portugal,184
Portugal,1602
Portugal,3908
Portugal,7924
Portugal,4429
Portugal,9101
Portugal,0.322260082
Portugal,0.544864297
Portugal,15984
Portugal,6883
Portugal,13722
Portugal,5798
Portugal,359
Portugal,1602
Portugal,213
Portugal,50
Portugal,542
Portugal,15
Portugal,5.666244984
Portugal,0.553908587
Portugal,0.242025509
Portugal,0.040004835
Portugal,2.495840311
Portugal,2.427184582
Portugal,0.083847769
Portugal,0.284036398
Portugal,0.928276181
Portugal,13.75011158
Portugal,10
Portugal,1136
Portugal,60
Portugal,256
Portugal,647
Portugal,2154
Portugal,11858
Portugal,25580
Portugal,8137
Portugal,24121
Portugal,0.911610425
Portugal,1.446863532
Portugal,37572
Portugal,13451
Portugal,41311
Portugal,15731
Portugal,1426
Portugal,2752
Portugal,364
Portugal,70
Portugal,1500
Portugal,12
Portugal,12
Portugal,10
Portugal,19.90084267
Portugal,1.306009054
Portugal,0.331375808
Portugal,0.111600198
Portugal,1.706484675
Rest of the world,2.55699E-05
Rest of the world,5.45483E-05
Rest of the world,1.477898002
Rest of the world,3.152843714
Rest of the world,2.4165E-05
Rest of the world,2.30162E-05
Rest of the world,0.000246777
Rest of the world,1.396692395
Rest of the world,1.330431104
Rest of the world,14.26383591
Rest of the world,2.2244E-05
Rest of the world,8.93421E-05
Rest of the world,0.000522858
Rest of the world,1.285661459
Rest of the world,5.164047241
Rest of the world,30.2351284
Rest of the world,2.12669E-05
Rest of the world,0.000142716
Rest of the world,0.000821291
Rest of the world,1.229191542
Rest of the world,8.249176025
Rest of the world,47.49259186
Rest of the world,1.95012E-05
Rest of the world,0.000159298
Rest of the world,0.001147272
Rest of the world,1.127134562
Rest of the world,9.20765686
Rest of the world,66.3302536
Rest of the world,1.9295E-05
Rest of the world,0.000177863
Rest of the world,0.001553755
Rest of the world,1.11897862
Rest of the world,10.28171158
Rest of the world,89.81573486
Rest of the world,7.265532494
Rest of the world,18.48517609
Rest of the world,0.070406094
Rest of the world,231.2188873
Rest of the world,39.43431473
Rest of the world,0.073239893
Rest of the world,9.137460709
Rest of the world,19.86051369
Rest of the world,0.0844559
Rest of the world,296.9707336
Rest of the world,54.96269608
Rest of the world,0.048826594
Rest of the world,3.59177E-05
Rest of the world,0.000182855
Rest of the world,0.002059081
Rest of the world,2.095794439
Rest of the world,10.57141113
Rest of the world,119.0086594
Rest of the world,3.87037E-05
Rest of the world,0.000182313
Rest of the world,0.002984112
Rest of the world,2.253144503
Rest of the world,10.54059505
Rest of the world,172.533493
Rest of the world,9.9233284
Rest of the world,20.43644905
Rest of the world,0.10787224
Rest of the world,428.6679993
Rest of the world,91.50951385
Rest of the world,0.048826594
Rest of the world,24.64748192
Rest of the world,24.1698761
Rest of the world,0.10787224
Rest of the world,676.3096313
Rest of the world,148.5591125
Rest of the world,0.227978691
Rest of the world,0.000139835
Rest of the world,0.000183867
Rest of the world,0.004689997
Rest of the world,8.172381401
Rest of the world,10.63173866
Rest of the world,271.2661133
Rest of the world,0.000262473
Rest of the world,7.39E-07
Rest of the world,0.000196953
Rest of the world,0.006636239
Rest of the world,15.33484554
Rest of the world,0.042684082
Rest of the world,11.39094067
Rest of the world,384.0065613
Rest of the world,60.5587883
Rest of the world,54.64163589
Rest of the world,0.10787224
Rest of the world,999.6105957
Rest of the world,198.5164948
Rest of the world,3.844717503
Rest of the world,127.2179871
Rest of the world,0.118889712
Rest of the world,222.8978119
Rest of the world,3.731506586
Rest of the world,1410.25293
Rest of the world,253.484726
Rest of the world,527.8186646
Rest of the world,0.799387634
Rest of the world,0.118356176
